,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
80,80,80,"
The American Tourister bags quality is really going down. I have been using a bag from American Tourister bag for like 4 years and quality is really good but now news bags quality and colouris not worth buying anymore.
",american tourister bag quality really go use bag american tourister bag like 4 year quality really good news bag quality colouris worth buy anymore,0.275,0.0,0.725,0.7645,0
81,81,81,"
I bought this bag a few days ago. I was very excited as it was an AT bag but on recieving the bag, I was disappointed. It's polyester material is very thin and also the stitching seemed shady. Requested a refund today. This is a nice bag, don't get me wrong, but for a kid in 4th standard.
",buy bag day ago excite bag recieve bag disappointed polyester material thin also stitching seem shady request refund today nice bag do not get wrong kid 4th standard,0.238,0.087,0.675,0.6546,0
82,82,82,"




                    The media could not be loaded.
                


",medium could load,0.0,0.0,1.0,0.0,0
83,83,83,"




                    The media could not be loaded.
                



 It is not laptop backpack.. But still the quality is very very good.. Lower side, cloth type material is there.. Hope it is not water resistant..
",medium could load laptop backpack still quality good low side cloth type material hope water resistant,0.278,0.1,0.622,0.5719,0
84,84,84,"
Worst quality a seam slip. I am now concerned if this was a original bag or a poor quality of an original bag. It’s just been 1.2 months for the purchase. Not at all water resistant.
",bad quality seam slip concern original bag poor quality original bag 12 month purchase water resistant,0.198,0.284,0.517,-0.4588,1
85,85,85,"
Its not a well thought out and researched product, it's heavy and not at all flexible.The front pocket has just 1 chain zip, so if u want to take one item out you need to expose and risk falling out most of ur contents.I was an American Tourister fan for years.Earlier i had been using using a AT backpack for 8 years. All of that good will is in tatters now.
",well think research product heavy flexiblethe front pocket 1 chain zip u want take one item need expose risk fall ur contentsi american tourister fan yearsearli use use backpack 8 year good tatter,0.237,0.102,0.661,0.5994,0
86,86,86,"
likesI like the look of the bag. it is water  resistace and have 3 compartment which is very good it is lightweight bag which is good for travalling purpose...dislikesI didn't like the build quality of the bag .its buildquality is very poor in this price range.laptop compartment is not provided.there is no raincoat provided.so overall I can suggest you that, you can move to safari bagoacks they are much better in this price range.
",likesi like look bag water resistace 3 compartment good lightweight bag good travalling purposedislikesi do not like build quality bag buildquality poor price rangelaptop compartment providedthere raincoat providedso overall suggest move safari bagoack much well price range,0.28,0.067,0.652,0.8316,0
87,87,87,"
If it's sale around Rs.600 To Rs. 700 Indian Rupees, than it's worthy, if it's price more than Rs 700/= than don't buy, because it's not worth. Also it's not original.Better not to buy this duplcate product.
",sale around rs600 rs 700 indian rupee worthy price rs 700 do not buy worth also originalbetter buy duplcate product,0.129,0.074,0.798,0.3036,0
88,88,88,"
Yes, the product received is exact to what was displayed. But this is an ordinary one. By viewing the name American Tourister, I purchased this bag. Wouldn't have purchased physically. This is the problem with online shopping. You never get the right feel.
",yes product receive exact display ordinary one view name american tourister purchase bag would not purchase physically problem online shopping never get right feel,0.184,0.0,0.816,0.607,0
89,89,89,"
It is light weight but material used in is not up-to mark. Next the back support stitching is too not comfortable. Rest are OK. Inner lining is very good. For school bag it's perfect but those want a travel bag they must go for a little better option.
",light weight material use upto mark next back support stitch comfortable rest ok inner lining good school bag perfect want travel bag must go little well option,0.472,0.0,0.528,0.9424,0
90,90,90,"
I wish I could give a zero star rating. the bag has really bad material and the colours from the bag wee falling and removing like plastic. the chain on the first zip was different and on the last was different. it feels cheap and is horrible.I WARN YOU. ITS PURE TRASH. DONT BUY IT. TRUST ME
",wish could give zero star rating bag really bad material colour bag wee fall remove like plastic chain first zip different last different feel cheap horriblei warn pure trash do not buy trust,0.127,0.192,0.681,-0.4009,1
91,91,91,"
Very unhappy with this product... I brought for my Brother but such a big company brand #americantourister was now a day's nor focusing on quality... With usage of 2 month's only bag was damaged .. stitches was gone from different place... It look like 2 year old bag.. so much disappointed...
",unhappy product bring brother big company brand americantourister day focus quality usage 2 month bag damage stitch go different place look like 2 year old bag much disappointed,0.074,0.271,0.655,-0.765,1
