,reviews
433,"
Its one of good laptop bag with wider space in budget of under Rs 600 with good holding capacity without any heavy jeans material used, light in weight inspite good holding capacity, worth to buy u can easily use around1.5year in normal condition.
"
434,"
Best bag I had ever used
"
435,"
Bag was very good with well packaged.
"
436,"
Money value
"
437,"
I recently purchased this college bag, and I couldn't be happier with my purchase! This bag has exceeded my expectations in every way.Firstly, the design is sleek and stylish, making it the perfect accessory for any college student. The color options are trendy, and the overall look is very modern.Secondly, the durability of this bag is impressive. It can carry all my textbooks, notebooks, and even my laptop without any strain. The zippers and stitching are of high quality, assuring me that this bag will last throughout my college years.Thirdly, the organization is fantastic. There are plenty of pockets and compartments to keep everything in its place. It's so easy to find what I need without rummaging through a mess.Fourthly, the comfort factor is not to be overlooked. The padded shoulder straps make carrying heavy loads a breeze, and the back panel is well-padded for extra comfort during long days on campus.Lastly, the price point is very reasonable for the quality you receive. I can confidently say that this college bag is worth every penny.Overall, I highly recommend this college bag to any student. It's stylish, durable, well-organized, comfortable, and reasonably priced. It has made my college life so much easier, and I couldn't be more satisfied with my purchase! 5 stars without a doubt!
"
438,"
Good Value for money considering it's larges storage space. Material is good n good stitching.
"
439,"
Best quality and comfortable..i returned branded bag as it was not up to that mark ..this product meets all the requirements..Best in class product
"
440,"
The quality is worst and when you try to return it , they don’t want to take it back , the customer service was useless. 0 stars
"
441,"
It’s actually good material and u can definitely go for it..
"
442,"
Product is good
"
443,"
Its one of good laptop bag with wider space in budget of under Rs 600 with good holding capacity without any heavy jeans material used, light in weight inspite good holding capacity, worth to buy u can easily use around1.5year in normal condition.
"
444,"
Best bag I had ever used
"
445,"
Bag was very good with well packaged.
"
446,"
Money value
"
447,"
This bag quality is good. But the company should stitch an additional run through centre of the shoulder strap. One should do it from local bag repairing shop. Other wise the bag is good.
"
448,"
nice bag
"
449,"
Nice bag in this price range
"
450,"
Good value for money
"
451,"
Good
"
452,"
I loved the zip quality and bag quality just one two threads out you can simply cut them . It’s also very light weight and I loved the comfort
"
453,"
I have bought this bag for my college. I live in hostel so needed a bag that's comfortable when you travel . It's a nice bag and I would definitely recommend it to anyone who likes bags that is plain and simple. Simple is best.
"
454,"
Lovely product
"
455,"
Nice product and it's looking so nice
"
456,"
Good one
"
457,"
Nice go for it 👍👍👍👍👍👍
"
458,"
One of the zipper is stuck. Regretting for buying.
"
459,"
Best in the market
"
460,"
But small
"
461,"
The bag is amazingly spacious and worth the price and best part about it is usb connector. It is super light in weight and can carry anywhere.
"
462,"
Best of luck and nice bag
"
463,"
Good product
"
464,"
Size is perfect big space stationary pocketAnd light weight and strong straps
"
465,"
Overall product is good
"
466,"
Not worth the money.
"
467,"
Cheap quality and high price
"
468,"
Worth the price. Lightweight and good quality
"
469,"
Quality is awesome, portability is also good...size is big and water resistance is also good I'm very happy
"
470,"
good product
"
471,"
Value for money
"
472,"
Very nice bag
"
473,"




                    The media could not be loaded.
                


"
474,"
Very bad quality product ,Material quality is pathetic in just a month use bag looses its grip ...
"
475,"
Amazing bag for school very light and handy easy to use totally loved it
"
476,"
Been using it daily for the past few months and still good as new . Happily recommend .
"
477,"
Very  worst  bag  So  recently  bag  ordered  bag  chain  is  tear.  so  is  it  a  joke  1  year  not  complete  this  bag .  Abhi  1  saal  bhi  nahi  huye  yeah  fata  hua  bag dedia  majak  hai  sabse  bekkar  bag  hai.  Aisa  bag  kyu  dia  Half  moon  valo  nae  majak  bana  diya  Muje  Mera  Vapas  chayae  I  am  very  disappointed  your  Amazon  sewrvice  worst  quality  product  so  I  will  delete  the  account  Amazon. Tis  ia  ajoke
"
478,"
Comfortable, any complaints yet, thank you !!!!
"
479,"
Inferior quality not worth for money spent
"
480,"
It is useless when I opened the package the bag's zips were broken and the vague was half torn
"
481,"
Trendy design with ample storage. The shoulder straps are padded enough to protect from pain. Best product in this price range.
"
482,"
it's very good for office use, even I have received the bag 1 day early.
"
483,"
Mindblowing quality considering the price. Cannot get a better laptop bag than this at this price. Definitely recommended
"
484,"
Good
"
485,"
Poor quality
"
486,"
Quality and finishing of the laptop is worth of the price.
"
487,"
Loved the design, and also the color makes it look more cool!
"
488,"
Super
"
489,"
Good quality sent
"
490,"
Great backpack, loved the space , the design, everything it was perfect
"
491,"
Happy with my purchase. Best backpack at this price in the market
"
492,"
Waste product after some days it's completely tared out very poor quality
"
493,"
Best quality fabrics and best design. Worth buying. Recommended
"
494,"
Looks are very trendy, personally liked it.
"
495,"
The bag stich gets opened after using few days..
"
496,"
The bag was so bad please take the back collect fast amazon is not coming to collect
"
497,"
Inside quality is no good, laptop pocket is not safe, need more protection in side the bag. Delicate items may damage easily.
"
498,"
the bag and design is good but the stitching inside the bag is poor and i am able to use 2 layers from one zip, dont know what to do with it. except this the product is good and it comes with rain resistance
"
499,"
within 2-3 days, bags are torn from many sides.. stitching is also not good.. I have requested to return it but no action has been taken yet. very disappointed with the product and return service.
"
